Currency,Date,Buy Rate,Sell Rate
EUR,6/4/2019,194.9228,201.9935
EUR,6/3/2019,193.7649,200.8107
EUR,5/31/2019,192.8184,199.8406
EUR,5/30/2019,192.7616,199.7746
EUR,5/29/2019,193.185,200.2227
EUR,5/28/2019,193.5277,200.557
EUR,5/27/2019,194.1023,201.1471
EUR,5/24/2019,193.6164,200.6477
EUR,5/23/2019,193.4325,200.4563
EUR,5/22/2019,193.1272,200.1496
EUR,5/21/2019,192.8511,199.8817
EUR,5/17/2019,193.1069,200.1317
EUR,5/16/2019,193.962,201.0042
EUR,5/15/2019,194.4409,201.4972
EUR,5/14/2019,194.698,201.7641
EUR,5/13/2019,194.4002,201.4644
EUR,5/10/2019,193.7834,200.8385
EUR,5/9/2019,192.2417,199.2587
EUR,5/8/2019,194.5776,201.6368
EUR,5/7/2019,195.1756,202.2336
EUR,5/6/2019,194.6378,201.6973
EUR,5/3/2019,194.0382,201.0745
EUR,5/2/2019,193.8446,200.8903
EUR,4/30/2019,193.17,200.1946
EUR,4/29/2019,192.2829,199.2919
EUR,4/26/2019,191.5469,198.5396
EUR,4/25/2019,191.6445,198.6448
EUR,4/24/2019,192.3306,199.3637
EUR,4/23/2019,192.8928,199.9248
EUR,4/22/2019,192.491,199.5259
EUR,4/18/2019,193.5472,200.4834
EUR,4/17/2019,193.7249,200.6764
EUR,4/16/2019,193.7527,200.7004
EUR,4/12/2019,193.62,200.5648
EUR,4/11/2019,193.4247,200.3567
EUR,4/10/2019,193.183,200.1119
EUR,4/9/2019,193.1724,200.1239
EUR,4/8/2019,192.7055,199.6464
EUR,4/5/2019,192.5354,199.4602
EUR,4/4/2019,192.8029,199.7343
EUR,4/3/2019,192.3079,199.2398
EUR,4/2/2019,192.3249,199.2582
EUR,4/1/2019,193.4188,200.3594
EUR,3/29/2019,194.2961,201.2489
EUR,3/28/2019,194.7947,201.7687
EUR,3/27/2019,196.3515,203.3368
EUR,3/26/2019,197.9761,204.9965
EUR,3/25/2019,197.536,204.545
EUR,3/22/2019,198.8081,205.865
EUR,3/21/2019,200.2902,207.3593
EUR,3/19/2019,198.6634,205.7104
EUR,3/18/2019,198.5921,205.634
EUR,3/15/2019,198.724,205.7633
EUR,3/14/2019,198.8625,205.8992
EUR,3/13/2019,198.1635,205.1977
EUR,3/12/2019,197.443,204.4573
EUR,3/11/2019,196.7019,203.7038
EUR,3/8/2019,196.12,203.1044
EUR,3/7/2019,198.1183,205.1412
EUR,3/6/2019,198.663,205.692
EUR,3/5/2019,200.0562,207.1116
EUR,3/1/2019,200.9408,208.0287
EUR,2/28/2019,200.9951,208.0744
EUR,2/27/2019,200.9763,208.0672
EUR,2/26/2019,200.423,207.4888
EUR,2/25/2019,199.9688,207.0245
EUR,2/22/2019,199.8773,206.9457
EUR,2/21/2019,199.9686,207.0308
EUR,2/20/2019,200.3029,207.3671
EUR,2/18/2019,198.4907,205.5229
EUR,2/15/2019,197.8721,204.8972
EUR,2/14/2019,197.5226,204.5327
EUR,2/13/2019,198.4317,205.4749
EUR,2/12/2019,197.025,204.0421
EUR,2/11/2019,197.7698,204.7934
EUR,2/8/2019,197.8802,204.9055
EUR,2/7/2019,198.362,205.41
EUR,2/6/2019,199.5096,206.5694
EUR,2/5/2019,198.8817,205.9086
EUR,2/1/2019,200.4952,207.5449
EUR,1/31/2019,202.7328,209.8354
EUR,1/30/2019,203.2828,210.3699
EUR,1/29/2019,203.883,210.9883
EUR,1/28/2019,203.6628,210.7595
EUR,1/25/2019,202.0507,209.1131
EUR,1/24/2019,203.7501,210.8516
EUR,1/23/2019,203.2992,210.3773
EUR,1/22/2019,202.9918,210.0784
EUR,1/21/2019,202.9724,210.0454
EUR,1/18/2019,203.5769,210.676
EUR,1/17/2019,204.0042,211.1101
EUR,1/16/2019,204.0001,211.2176
EUR,1/14/2019,204.98,212.2235
EUR,1/11/2019,205.9126,213.1706
EUR,1/10/2019,206.9229,214.2
EUR,1/9/2019,205.3074,212.5524
EUR,1/8/2019,204.9729,212.2031
EUR,1/7/2019,204.8454,212.0691
EUR,1/4/2019,204.6864,211.9105
EUR,1/3/2019,203.8811,211.0871
EUR,1/2/2019,205.4176,212.6642
EUR,1/1/2019,205.8341,213.0855
EUR,12/31/2018,205.4534,212.6861
EUR,12/28/2018,204.9981,212.2402
EUR,12/27/2018,203.0281,210.2244
EUR,12/26/2018,203.2208,210.433
EUR,12/24/2018,202.4816,209.6677
EUR,12/21/2018,203.3821,210.6008
EUR,12/20/2018,201.5822,208.7501
EUR,12/19/2018,201.2486,208.4133
EUR,12/18/2018,200.5221,207.6733
EUR,12/17/2018,199.6613,206.8056
EUR,12/14/2018,200.2373,207.3987
EUR,12/13/2018,200.3363,207.4896
EUR,12/12/2018,199.3906,206.5234
EUR,12/11/2018,199.745,206.8842
EUR,12/10/2018,200.6684,207.8447
EUR,12/7/2018,200.1499,207.3008
EUR,12/6/2018,199.6104,206.7439
EUR,12/5/2018,199.1486,206.2842
EUR,12/4/2018,199.4821,206.619
EUR,12/3/2018,199.5154,206.6532
EUR,11/30/2018,200.9307,208.1062
EUR,11/29/2018,200.5125,207.6768
EUR,11/28/2018,200.0696,207.2074
EUR,11/27/2018,200.4182,207.5738
EUR,11/26/2018,199.9609,207.1088
EUR,11/23/2018,200.3121,207.4665
EUR,11/21/2018,197.853,204.9775
EUR,11/19/2018,197.6335,204.7551
EUR,11/16/2018,196.2323,203.2805
EUR,11/15/2018,196.0237,203.064
EUR,11/14/2018,195.0816,202.1122
EUR,11/13/2018,193.5653,200.5545
EUR,11/12/2018,194.6623,201.6928
EUR,11/9/2018,194.9873,202.0237
EUR,11/8/2018,195.7098,202.7705
EUR,11/7/2018,195.3787,202.425
EUR,11/5/2018,194.7909,201.8253
EUR,11/2/2018,194.6654,201.7067
EUR,11/1/2018,195.3933,202.4241
EUR,10/31/2018,194.2662,201.2831
EUR,10/30/2018,194.0952,201.1221
EUR,10/29/2018,193.4188,200.4312
EUR,10/26/2018,192.6691,199.6763
EUR,10/25/2018,193.2068,200.226
EUR,10/23/2018,193.8684,200.8984
EUR,10/22/2018,193.8589,200.8982
EUR,10/19/2018,192.5277,199.5389
EUR,10/18/2018,192.9125,199.9385
EUR,10/17/2018,193.9231,200.9753
EUR,10/16/2018,193.7754,200.8374
EUR,10/15/2018,192.4689,199.501
EUR,10/12/2018,194.8752,201.9503
EUR,10/11/2018,194.0784,201.1415
EUR,10/10/2018,193.1849,200.2196
EUR,10/9/2018,192.3505,199.3401
EUR,10/8/2018,192.383,199.374
EUR,10/5/2018,191.9318,198.9228
EUR,10/4/2018,190.983,197.9513
EUR,10/3/2018,192.2032,199.2122
EUR,10/2/2018,191.9017,198.9012
EUR,10/1/2018,192.5015,199.5112
EUR,9/28/2018,193.2234,200.2569
EUR,9/27/2018,194.7145,201.7874
EUR,9/26/2018,194.9846,202.0577
EUR,9/25/2018,194.2402,201.2996
EUR,9/21/2018,195.257,202.3326
EUR,9/20/2018,191.6663,198.3235
EUR,9/19/2018,189.8919,196.5246
EUR,9/18/2018,189.3915,196.0237
EUR,9/17/2018,187.0475,193.3989
EUR,9/14/2018,187.0121,193.4841
EUR,9/13/2018,185.6219,192.0758
EUR,9/12/2018,184.6608,191.0847
EUR,9/11/2018,184.7449,191.0868
EUR,9/10/2018,183.7252,190.0402
EUR,9/7/2018,184.6205,190.9677
EUR,9/6/2018,185.5301,191.772
EUR,9/5/2018,184.5755,190.8043
EUR,9/4/2018,184.1489,190.3667
EUR,9/3/2018,183.8606,190.0777
EUR,8/31/2018,184.8905,191.1328
EUR,8/30/2018,185.4185,191.6742
EUR,8/29/2018,185.0049,191.2464
EUR,8/28/2018,184.6711,190.9088
EUR,8/27/2018,183.8277,190.0431
EUR,8/24/2018,182.3372,188.5278
EUR,8/23/2018,182.3191,188.5013
EUR,8/21/2018,181.6291,187.8044
EUR,8/20/2018,180.0887,186.2266
EUR,8/17/2018,179.2714,185.3939
EUR,8/16/2018,178.8735,184.9832
EUR,8/15/2018,178.169,184.2616
EUR,8/14/2018,179.3171,185.4336
EUR,8/13/2018,178.809,184.9165
EUR,8/10/2018,181.1462,187.3079
EUR,8/9/2018,182.4047,188.5941
EUR,8/8/2018,182.2227,188.4161
EUR,8/7/2018,181.4051,187.5798
EUR,8/6/2018,181.5162,187.6962
EUR,8/3/2018,181.7842,187.9613
EUR,8/2/2018,182.809,189.0159
EUR,8/1/2018,183.3281,189.5446
EUR,7/31/2018,183.6612,189.8923
EUR,7/30/2018,182.6616,188.8655
EUR,7/26/2018,183.9422,190.1759
EUR,7/25/2018,183.0767,189.2835
EUR,7/24/2018,183.2309,189.4508
EUR,7/23/2018,184.3858,190.6305
EUR,7/20/2018,182.8858,189.0974
EUR,7/19/2018,182.9007,189.1104
EUR,7/18/2018,183.0419,189.255
EUR,7/17/2018,183.876,189.985
EUR,7/16/2018,183.0602,189.1607
EUR,7/13/2018,182.6306,188.7173
EUR,7/12/2018,182.6599,188.7452
EUR,7/11/2018,183.5144,189.6217
EUR,7/10/2018,183.8309,189.9525
EUR,7/9/2018,183.8789,189.9989
EUR,7/6/2018,182.4259,188.5143
EUR,7/5/2018,181.7797,187.8505
EUR,7/4/2018,181.6928,187.7676
EUR,7/3/2018,181.0251,187.0801
EUR,7/2/2018,181.4355,187.5112
EUR,6/29/2018,180.7113,186.7717
EUR,6/28/2018,180.1361,186.1734
EUR,6/26/2018,182.8872,188.9891
EUR,6/25/2018,182.0932,188.1658
EUR,6/22/2018,181.9997,188.0726
EUR,6/21/2018,181.6699,187.8483
EUR,6/20/2018,181.862,188.0113
EUR,6/19/2018,182.6335,188.804
EUR,6/18/2018,181.6876,187.8395
EUR,6/14/2018,185.0091,191.1166
EUR,6/13/2018,184.0508,190.1395
EUR,6/12/2018,184.2463,190.3402
EUR,6/11/2018,184.2308,190.3232
EUR,6/8/2018,184.1562,190.2485
EUR,6/7/2018,183.8404,189.9263
EUR,6/6/2018,182.6252,188.6798
EUR,6/5/2018,182.0749,188.1216
EUR,6/4/2018,182.0637,188.1069
EUR,6/1/2018,181.8288,187.8085
EUR,5/31/2018,181.1794,187.2078
EUR,5/30/2018,179.0323,185.0144
EUR,5/28/2018,181.8058,187.8496
EUR,5/25/2018,181.761,187.8076
EUR,5/24/2018,181.6506,187.6935
EUR,5/23/2018,182.4973,188.5603
EUR,5/22/2018,182.8173,188.887
EUR,5/21/2018,182.4125,188.4666
EUR,5/18/2018,183.2207,189.2957
EUR,5/17/2018,183.827,189.9115
EUR,5/16/2018,183.5318,189.6188
EUR,5/15/2018,185.1583,191.2809
EUR,5/14/2018,185.5562,191.6931
EUR,5/11/2018,184.7746,190.8876
EUR,5/10/2018,183.965,190.0674
EUR,5/9/2018,183.6654,189.522
EUR,5/8/2018,184.75,190.632
EUR,5/4/2018,185.8298,191.8769
EUR,5/3/2018,185.5575,192.0621
EUR,5/2/2018,185.8368,192.3451
EUR,5/1/2018,186.9631,193.4984
EUR,4/27/2018,186.893,193.841
EUR,4/26/2018,188.208,194.7761
EUR,4/25/2018,188.653,195.5024
EUR,4/24/2018,187.9637,194.801
EUR,4/23/2018,188.4021,195.2552
EUR,4/20/2018,189.2954,196.1629
EUR,4/19/2018,189.7934,196.6754
EUR,4/18/2018,189.8908,196.7785
EUR,4/17/2018,189.5622,196.4369
EUR,4/16/2018,188.5633,195.4243
EUR,4/12/2018,188.9533,195.8381
EUR,4/11/2018,188.7104,195.5823
EUR,4/10/2018,188.0143,194.8617
EUR,4/9/2018,187.2035,194.0335
EUR,4/6/2018,187.1498,193.9911
EUR,4/5/2018,187.8713,194.7201
EUR,4/4/2018,187.8095,194.6516
EUR,4/3/2018,187.5282,194.3705
EUR,4/2/2018,188.3882,195.2606
EUR,3/29/2018,188.3108,195.1713
EUR,3/28/2018,190.154,197.047
EUR,3/27/2018,190.67,197.5667
EUR,3/26/2018,189.5513,196.4222
EUR,3/23/2018,188.9864,195.8535
EUR,3/22/2018,189.4097,196.2902
EUR,3/21/2018,187.7229,194.5739
EUR,3/20/2018,189.1293,196.011
EUR,3/19/2018,192.8386,199.8563
EUR,3/16/2018,188.2657,195.131
EUR,3/15/2018,189.2649,196.1437
EUR,3/14/2018,189.5261,196.4266
EUR,3/13/2018,188.3839,195.2682
EUR,3/12/2018,187.9308,194.7954
EUR,3/9/2018,187.5634,194.4354
EUR,3/8/2018,189.1124,196.0068
EUR,3/7/2018,189.0243,195.926
EUR,3/6/2018,188.0429,194.9201
EUR,3/5/2018,187.7536,194.6209
EUR,3/2/2018,186.8576,193.7002
EUR,2/28/2018,185.9823,192.8145
EUR,2/27/2018,187.6052,194.4697
EUR,2/26/2018,187.463,194.3307
EUR,2/23/2018,187.7376,194.6285
EUR,2/22/2018,187.059,193.9217
EUR,2/21/2018,188.1809,195.0748
EUR,2/20/2018,188.8908,195.7976
EUR,2/19/2018,189.3289,196.2573
EUR,2/16/2018,190.3176,197.2808
EUR,2/15/2018,190.0851,197.0414
EUR,2/14/2018,188.0869,194.9731
EUR,2/12/2018,185.9595,192.799
EUR,2/9/2018,185.6791,192.5075
EUR,2/8/2018,186.2806,191.7814
EUR,2/7/2018,187.882,194.7726
EUR,2/6/2018,187.4087,194.2854
EUR,2/2/2018,189.1008,196.0165
EUR,2/1/2018,187.6592,194.5579
EUR,1/30/2018,186.8191,193.6989
EUR,1/29/2018,187.0759,193.945
EUR,1/26/2018,187.4857,194.37
EUR,1/25/2018,187.2293,194.1071
EUR,1/24/2018,186.1577,193.0087
EUR,1/23/2018,185.3186,192.1484
EUR,1/22/2018,184.734,191.5385
EUR,1/19/2018,184.9577,191.7657
EUR,1/18/2018,184.0809,190.8791
EUR,1/17/2018,185.6062,192.442
EUR,1/16/2018,185.2763,192.0994
EUR,1/12/2018,181.8129,188.5432
EUR,1/11/2018,180.4674,187.1504
EUR,1/10/2018,180.2243,186.9116
EUR,1/9/2018,180.6708,187.3603
EUR,1/8/2018,181.4684,188.1872
EUR,1/5/2018,181.8998,188.6303
EUR,1/4/2018,181.047,187.7873
EUR,1/3/2018,181.5306,188.3087
EUR,1/2/2018,180.8551,187.6138
USD,12/31/2024,288.3293,297.0162
USD,12/30/2024,288.3393,297.0686
USD,12/27/2024,289.4972,298.295
USD,12/26/2024,290.7182,299.5208
USD,12/24/2024,292.2525,300.9844
USD,12/23/2024,289.7312,298.5262
USD,12/20/2024,288.5761,297.3339
USD,12/19/2024,287.4564,296.0725
USD,12/18/2024,286.8689,295.5003
USD,12/17/2024,286.4435,295.0915
USD,12/16/2024,285.9908,294.561
USD,12/13/2024,285.9209,294.491
USD,12/12/2024,285.9466,294.5168
USD,12/11/2024,285.9946,294.6048
USD,12/10/2024,286.021,294.6338
USD,12/9/2024,286.1018,294.7043
USD,12/6/2024,286.021,294.618
USD,12/5/2024,286.0964,294.6938
USD,12/4/2024,286.192,294.808
USD,12/3/2024,286.3884,294.9861
USD,12/2/2024,286.3962,294.973
USD,11/29/2024,286.3163,295.045
USD,11/28/2024,286.5734,295.5806
USD,11/27/2024,286.7016,295.6966
USD,11/26/2024,286.6622,295.6702
USD,11/25/2024,286.5102,295.5174
USD,11/22/2024,286.4406,295.4521
USD,11/21/2024,286.5445,295.5515
USD,11/20/2024,286.5525,295.5988
USD,11/19/2024,286.7471,295.7679
USD,11/18/2024,287.4951,296.4799
USD,11/14/2024,287.7253,296.726
USD,11/13/2024,287.9534,296.9762
USD,11/12/2024,288.1975,297.2248
USD,11/11/2024,288.1635,297.1536
USD,11/8/2024,288.132,297.1876
USD,11/7/2024,288.4047,297.4881
USD,11/6/2024,288.5439,297.6284
USD,11/5/2024,288.6776,297.7236
USD,11/4/2024,288.5542,297.6042
USD,11/1/2024,288.5988,297.6445
USD,10/30/2024,289.063,298.1487
USD,10/29/2024,289.0815,298.1697
USD,10/28/2024,289.0657,298.114
USD,10/25/2024,289.1548,298.2096
USD,10/24/2024,289.0028,298.1109
USD,10/23/2024,288.6278,297.6261
USD,10/22/2024,288.6592,297.6578
USD,10/21/2024,288.6142,297.6054
USD,10/18/2024,288.5261,297.5357
USD,10/16/2024,288.9191,297.919
USD,10/15/2024,289.1796,298.1775
USD,10/14/2024,288.5097,297.4942
USD,10/11/2024,288.4602,297.4621
USD,10/10/2024,288.6646,297.6682
USD,10/9/2024,288.5806,297.6233
USD,10/8/2024,288.9611,298.0322
USD,10/7/2024,289.5779,298.687
USD,10/4/2024,289.4949,298.4983
USD,10/3/2024,291.9436,301.1694
USD,10/2/2024,290.3097,299.3572
USD,10/1/2024,292,301.0564
USD,9/30/2024,293.5054,302.5647
USD,9/27/2024,295.303,304.3376
USD,9/26/2024,295.8071,304.915
USD,9/25/2024,297.9555,307.3183
USD,9/24/2024,299.7192,309.085
USD,9/23/2024,300.18,309.2836
USD,9/20/2024,299.9417,309.2309
USD,9/19/2024,299.2026,308.5712
USD,9/18/2024,297.7271,307.0166
USD,9/13/2024,296.4599,305.778
USD,9/12/2024,296.4174,305.6915
USD,9/11/2024,296.0824,305.3639
USD,9/10/2024,296.9231,306.3564
USD,9/9/2024,294.5968,303.8148
USD,9/6/2024,294.1826,303.3974
USD,9/5/2024,294.366,303.5903
USD,9/4/2024,294.4895,303.7063
USD,9/3/2024,294.6561,303.8345
USD,9/2/2024,294.7836,303.8481
USD,8/30/2024,295.3866,304.5824
USD,8/29/2024,295.9008,305.1266
USD,8/28/2024,295.8172,305.0549
USD,8/27/2024,296.368,305.6146
USD,8/26/2024,295.3731,304.6485
USD,8/23/2024,296.5514,305.8076
USD,8/22/2024,295.7249,305.0419
USD,8/21/2024,295.2072,304.4523
USD,8/20/2024,294.3604,303.5775
USD,8/16/2024,294.316,303.5267
USD,8/15/2024,294.5113,303.7761
USD,8/14/2024,294.5495,303.82
USD,8/13/2024,295.0812,304.2751
USD,8/12/2024,295.4154,304.6641
USD,8/9/2024,296.286,305.4598
USD,8/8/2024,297.0104,306.2824
USD,8/7/2024,297.5065,306.7677
USD,8/6/2024,297.6981,306.9872
USD,8/5/2024,297.339,306.6515
USD,8/2/2024,297.643,306.9317
USD,8/1/2024,297.7928,307.0819
USD,7/31/2024,297.8582,307.1744
USD,7/30/2024,298.0989,307.3942
USD,7/29/2024,298.485,307.7765
USD,7/26/2024,298.7131,307.9537
USD,7/25/2024,298.9498,308.2486
USD,7/24/2024,299.0799,308.3906
USD,7/23/2024,299.2958,308.5447
USD,7/22/2024,298.8995,308.1989
USD,7/19/2024,299.235,308.5317
USD,7/18/2024,299.2042,308.5274
USD,7/17/2024,299.1543,308.463
USD,7/16/2024,297.7381,307.0529
USD,7/15/2024,297.1963,306.4074
USD,7/12/2024,298.2749,307.4603
USD,7/11/2024,299.0467,308.3411
USD,7/10/2024,299.2616,308.5052
USD,7/9/2024,299.791,309.1277
USD,7/8/2024,300.0255,309.2202
USD,7/5/2024,300.0612,309.3025
USD,7/4/2024,299.6873,308.9221
USD,7/3/2024,298.7262,308.1754
USD,7/2/2024,300.3979,309.6342
USD,7/1/2024,301.3772,310.6444
USD,6/28/2024,301.0183,310.3533
USD,6/27/2024,300.6997,309.8352
USD,6/26/2024,300.526,309.7877
USD,6/25/2024,300.5423,309.8056
USD,6/24/2024,300.5658,309.8847
USD,6/20/2024,300.6388,310.0538
USD,6/19/2024,300.2063,309.6304
USD,6/18/2024,299.3132,308.6531
USD,6/14/2024,299.0423,308.5156
USD,6/13/2024,299.0081,308.4819
USD,6/12/2024,298.7951,308.2634
USD,6/11/2024,298.4565,308.0019
USD,6/10/2024,297.9364,307.5273
USD,6/7/2024,297.8373,307.4417
USD,6/6/2024,297.5664,307.0499
USD,6/5/2024,297.293,306.8807
USD,6/4/2024,297.1489,306.8239
USD,6/3/2024,297.0726,306.67
USD,5/31/2024,296.9774,306.5863
USD,5/30/2024,296.8721,306.4863
USD,5/29/2024,296.83,306.4442
USD,5/28/2024,295.8074,305.4195
USD,5/27/2024,295.3789,304.9953
USD,5/22/2024,294.8231,304.4801
USD,5/21/2024,294.7827,304.3151
USD,5/20/2024,294.9261,304.5972
USD,5/17/2024,295.8026,305.1511
USD,5/16/2024,297.3178,307.0361
USD,5/15/2024,296.7431,306.428
USD,5/14/2024,295.6765,305.2385
USD,5/13/2024,294.1501,303.7846
USD,5/10/2024,293.7297,303.384
USD,5/9/2024,293.8242,303.3789
USD,5/8/2024,294.3822,303.9272
USD,5/7/2024,293.8542,303.0127
USD,5/6/2024,292.0793,302.304
USD,5/3/2024,292.129,301.9031
USD,5/2/2024,292.6868,302.3542
USD,4/30/2024,293.4489,302.76
USD,4/29/2024,291.5224,300.9597
USD,4/26/2024,291.877,301.2928
USD,4/25/2024,292.7078,302.5848
USD,4/24/2024,295.4376,305.393
USD,4/22/2024,297.0024,306.4586
USD,4/19/2024,296.8792,306.5961
USD,4/18/2024,296.903,306.4145
USD,4/17/2024,295.28,305.1931
USD,4/16/2024,294.2057,303.5476
USD,4/15/2024,293.7979,303.2586
USD,4/10/2024,293.6852,303.3335
USD,4/9/2024,294.0863,303.4415
USD,4/8/2024,294.3442,303.8976
USD,4/5/2024,294.9271,304.2846
USD,4/4/2024,295.0963,304.5631
USD,4/3/2024,295.2486,304.6043
USD,4/2/2024,295.2015,304.9073
USD,4/1/2024,295.575,305.1018
USD,3/28/2024,295.5429,305.3339
USD,3/27/2024,296.7631,306.3453
USD,3/26/2024,297.6319,307.3326
USD,3/25/2024,298.4579,307.9921
USD,3/22/2024,298.9909,308.6902
USD,3/21/2024,299.0465,308.8069
USD,3/20/2024,299.1361,308.7249
USD,3/19/2024,299.294,308.9065
USD,3/18/2024,300.0562,309.6749
USD,3/15/2024,300.6026,310.2053
USD,3/14/2024,301.013,310.6428
USD,3/13/2024,301.7622,311.0041
USD,3/12/2024,302.0716,311.45
USD,3/11/2024,302.6227,311.9825
USD,3/7/2024,303.0947,312.4368
USD,3/6/2024,302.9735,312.6086
USD,3/5/2024,303.0472,312.6876
USD,3/4/2024,303.8123,313.4131
USD,3/1/2024,304.7116,314.2362
USD,2/29/2024,305.1682,314.8771
USD,2/28/2024,305.5624,315.2986
USD,2/27/2024,306.0623,315.7299
USD,2/26/2024,306.0865,315.8517
USD,2/22/2024,306.5399,316.0679
USD,2/21/2024,307.1414,316.8174
USD,2/20/2024,307.3445,317.1692
USD,2/19/2024,307.4708,317.2903
USD,2/16/2024,307.7043,317.762
USD,2/15/2024,308.2195,318.0679
USD,2/14/2024,308.2669,318.1678
USD,2/13/2024,308.5844,318.4655
USD,2/12/2024,308.199,317.8272
USD,2/9/2024,308.3194,318.2311
USD,2/8/2024,308.4949,318.5839
USD,2/7/2024,308.5698,318.6869
USD,2/6/2024,307.7464,317.6567
USD,2/5/2024,307.7088,317.2528
USD,2/2/2024,307.1762,316.9979
USD,2/1/2024,310.5415,320.4082
USD,1/31/2024,312.0964,321.8542
USD,1/30/2024,312.818,322.7398
USD,1/29/2024,312.6759,322.7716
USD,1/26/2024,313.1731,323.1775
USD,1/24/2024,314.9824,324.7787
USD,1/23/2024,315.0324,324.8287
USD,1/22/2024,315.5076,325.3792
USD,1/19/2024,315.9284,326.06
USD,1/18/2024,316.0759,325.6904
USD,1/17/2024,316.7872,326.4384
USD,1/16/2024,317.3574,327.189
USD,1/12/2024,317.7976,327.3582
USD,1/11/2024,318.0763,327.6431
USD,1/10/2024,317.8334,327.5427
USD,1/9/2024,317.7816,327.4005
USD,1/8/2024,317.7764,327.4478
USD,1/5/2024,317.7632,327.461
USD,1/4/2024,317.76,327.3976
USD,1/3/2024,316.9955,326.6933
USD,1/2/2024,316.9283,326.8587
USD,1/1/2024,319.2318,328.7784
USD,12/29/2023,319.1762,328.7784
USD,12/28/2023,319.1454,328.8731
USD,12/27/2023,320.5347,330.3827
USD,12/22/2023,321.4635,331.3071
USD,12/21/2023,321.9202,331.4997
USD,12/20/2023,321.894,331.7038
USD,12/19/2023,321.9259,331.6405
USD,12/18/2023,321.9469,331.6089
USD,12/15/2023,321.694,331.5038
USD,12/14/2023,322.2364,331.4772
USD,12/13/2023,321.7707,331.6167
USD,12/12/2023,322.2493,332.328
USD,12/11/2023,322.185,332.3764
USD,12/8/2023,321.8364,331.6615
USD,12/7/2023,321.8784,331.7826
USD,12/6/2023,322.6889,333.0711
USD,12/5/2023,323.0041,333.2059
USD,12/4/2023,322.8933,333.3213
USD,12/1/2023,322.9017,333.2383
USD,11/30/2023,323.4672,333.4564
USD,11/29/2023,324.1526,334.2295
USD,11/28/2023,324.1133,334.1117
USD,11/27/2023,323.6397,333.7056
USD,11/24/2023,323.5585,333.7448
USD,11/23/2023,323.5119,333.7081
USD,11/22/2023,323.4758,333.6609
USD,11/21/2023,323.0561,333.1445
USD,11/20/2023,322.7982,333.2023
USD,11/17/2023,322.8376,333.2524
USD,11/16/2023,323.3533,333.6636
USD,11/15/2023,322.583,332.9839
USD,11/14/2023,321.714,332.366
USD,11/13/2023,322.1205,332.478
USD,11/10/2023,322.4014,332.776
USD,11/9/2023,323.1579,333.6374
USD,11/8/2023,322.5072,332.7923
USD,11/7/2023,321.5916,331.9647
USD,11/6/2023,323.9491,334.4083
USD,11/3/2023,323.6552,334.138
USD,11/2/2023,322.4404,333.4354
USD,11/1/2023,322.3488,332.6334
USD,10/31/2023,322.1725,332.5096
USD,10/30/2023,321.706,332.4987
USD,10/27/2023,321.5495,332.0178
USD,10/26/2023,321.3904,331.9361
USD,10/25/2023,321.7067,332.565
USD,10/24/2023,320.8134,331.3956
USD,10/23/2023,320.3297,331.005
USD,10/20/2023,319.6489,330.4162
USD,10/19/2023,319.2969,329.8115
USD,10/18/2023,318.9233,329.543
USD,10/17/2023,318.279,329.4189
USD,10/16/2023,318.1713,328.8534
USD,10/13/2023,318.0872,328.8218
USD,10/12/2023,318.0688,328.8289
USD,10/11/2023,318.0267,328.7869
USD,10/10/2023,317.9102,328.7491
USD,10/9/2023,318.305,328.935
USD,10/6/2023,318.2819,328.9108
USD,10/5/2023,318.2266,328.9081
USD,10/4/2023,318.1004,328.9126
USD,10/3/2023,318.3187,329.0008
USD,10/2/2023,318.2787,329.0139
USD,9/27/2023,318.2642,328.9001
USD,9/26/2023,318.7387,329.8014
USD,9/25/2023,318.7387,329.7702
USD,9/22/2023,318.5188,329.5513
USD,9/21/2023,318.9021,329.9016
USD,9/20/2023,318.6982,329.9359
USD,9/19/2023,318.263,329.6034
USD,9/18/2023,317.6039,328.8363
USD,9/15/2023,317.5436,328.8809
USD,9/14/2023,318.0857,329.5704
USD,9/13/2023,316.7737,328.5308
USD,9/12/2023,316.5407,327.9261
USD,9/11/2023,316.2925,327.6048
USD,9/8/2023,316.3124,327.9947
USD,9/7/2023,316.2754,328.0638
USD,9/6/2023,315.934,327.5101
USD,9/5/2023,314.8702,326.653
USD,9/4/2023,313.9388,326.2837
USD,9/1/2023,314.1999,325.8676
USD,8/31/2023,315.3357,326.9396
USD,8/29/2023,317.8342,329.5445
USD,8/28/2023,317.9628,329.5226
USD,8/25/2023,317.8017,329.6392
USD,8/24/2023,317.4823,329.8198
USD,8/23/2023,317.4681,329.8616
USD,8/22/2023,316.9953,329.7506
USD,8/21/2023,316.7286,329.597
USD,8/18/2023,316.2866,329.4982
USD,8/17/2023,314.7805,327.8749
USD,8/16/2023,314.4528,327.8235
USD,8/15/2023,314.7214,328.0221
USD,8/14/2023,313.9936,326.8853
USD,8/11/2023,313.7834,326.9576
USD,8/10/2023,313.6129,326.7861
USD,8/9/2023,314.947,327.522
USD,8/8/2023,315.1109,328.6038
USD,8/7/2023,315.0574,328.5784
USD,8/4/2023,312.5592,326.658
USD,8/3/2023,308.6091,322.2084
USD,8/2/2023,309.7055,322.6856
USD,7/31/2023,322.9613,335.4036
USD,7/28/2023,322.6693,335.6506
